469864,elina-sys,2021-10-23 13:40:49.649202,2021-10-23 12:29:50.065346,321,https://github.com/skius/elina-rs,0.1.1
470195,nanos-sdk-rs,2021-10-24 03:42:36.652273,2021-10-24 03:21:29.185690,200,https://github.com/Vurv78/nanos-sdk-rs,0.2.0
473488,rofuse,2021-12-09 12:47:52.716958,2021-10-28 09:13:15.453261,523,https://github.com/payall4u/rofuse,0.0.5
480324,libxc-sys,2021-11-11 23:37:05.444766,2021-11-11 18:36:31.945948,172,https://github.com/seatonullberg/libxc-rs,0.1.1
480864,opentok,2022-02-10 14:16:24.207091,2021-11-12 09:26:12.255252,388,https://github.com/opentok-rust/opentok-rs,1.0.4
481109,clockkit-sys,2021-11-17 16:51:55.134586,2021-11-12 20:54:44.964151,314,https://github.com/Infrasonics/rust-clockkit-sys,0.1.1
481607,doomgeneric,2021-11-14 04:25:53.323199,2021-11-14 04:25:53.323199,104,https://github.com/LinusCDE/doomgeneric-rs,0.3.0-beta.2
482241,mach2,2022-06-07 13:42:29.536728,2021-11-15 16:48:14.915464,81080,https://github.com/JohnTitor/mach2,0.4.1
484635,poppler-sys-rs,2022-10-22 18:31:33.358826,2021-11-19 21:40:33.190551,5538,https://gitlab.gnome.org/World/Rust/poppler-rs,0.20.0
485133,opencl-api,2021-11-23 16:19:22.007024,2021-11-21 04:14:45.414797,284,https://github.com/n3nx/opencl-rs,0.1.2
485175,rmw-mdbx-sys,2021-11-21 07:53:29.484730,2021-11-21 07:53:29.484730,114,https://github.com/rmw-lib/mdbx-rs,0.9.3
485689,objc-sys,2022-08-28 20:32:41.714183,2021-11-22 13:07:27.008682,21581,https://github.com/madsmtm/objc2,0.2.0-beta.2
485843,block-sys,2022-08-28 20:35:49.784020,2021-11-22 20:29:19.344356,18714,https://github.com/madsmtm/objc2,0.1.0-beta.1
486732,mdbx-ffi,2021-12-14 05:50:34.964334,2021-11-24 07:16:02.581055,703,https://github.com/rmw-lib/mdbx-ffi,0.0.5
487581,bitwuzla-sys,2022-07-26 10:42:58.220246,2021-11-25 12:05:02.020256,666,https://github.com/fatemender/bitwuzla-sys,0.2.0
487927,rglua,2022-04-01 00:05:27.117889,2021-11-26 06:23:13.729812,1690,https://github.com/Vurv78/rglua,3.0.0-beta2
491436,vimba-sys,2022-08-15 03:26:01.878710,2021-12-02 21:14:10.229025,2384,https://github.com/strawlab/vimba-sys,0.2.0
491579,unid,2022-01-14 00:14:25.801621,2021-12-03 05:50:38.295009,552,https://github.com/getunid/unid,1.0.0
492383,rpi-led-matrix-sys,2022-01-05 19:18:22.700313,2021-12-04 21:13:56.785841,966,https://github.com/rust-rpi-led-matrix/rust-rpi-rgb-led-matrix,0.2.1
495149,fmmap,2022-10-03 04:49:24.325086,2021-12-09 13:18:29.047602,1600,https://github.com/al8n/fmmap/tree/main/fmmap-rs,0.3.2
497806,ki18n,2022-02-04 08:34:20.984633,2021-12-14 16:29:43.668763,985,https://github.com/Ayush1325/ki18n-rs,1.2.0
499212,wasm4-sys,2022-01-17 11:37:34.900348,2021-12-16 14:41:27.890280,442,https://github.com/ZetaNumbers/wasm4-rs,0.1.1
499509,uderna,2021-12-17 03:31:37.488049,2021-12-17 03:31:37.488049,228,https://github.com/intjelic/uderna/,0.1.0
499511,oriak,2021-12-17 03:33:37.529123,2021-12-17 03:33:37.529123,99,https://github.com/intjelic/oriak/,0.1.0
499670,aya-rustc-llvm-proxy,2022-09-07 18:31:28.689682,2021-12-17 15:33:37.987653,7796,https://github.com/aya-rs/rustc-llvm-proxy,0.5.0
499676,rkrga-sys,2021-12-18 00:49:44.431644,2021-12-17 16:18:42.384372,350,https://github.com/varphone/rkrga.git,0.1.1
499677,rkrga,2022-01-11 08:03:54.699257,2021-12-17 16:19:33.764345,277,https://github.com/varphone/rkrga.git,0.1.2
500638,rglua-macros,2022-01-24 00:35:59.769579,2021-12-20 08:09:51.189210,629,https://github.com/Vurv78/rglua,0.2.0
500688,moonalloy,2022-06-18 12:22:52.515868,2021-12-20 12:59:20.613745,563,https://git.hacktheoxidation.xyz/moonalloy.git,0.3.4
501866,protobuf-src,2022-09-02 20:44:41.576205,2021-12-22 18:32:44.837696,68671,https://github.com/MaterializeInc/rust-protobuf-native,1.1.0+21.5
502404,protobuf-sys,2021-12-24 07:35:41.557756,2021-12-23 21:10:03.008233,350,https://github.com/MaterializeInc/rust-protobuf-native,0.1.2+3.19.1
505506,gdiplus-sys2,2021-12-30 20:51:55.903969,2021-12-30 20:51:55.903969,226,https://github.com/davidrios/gdiplus-sys,0.1.1
505782,fs4,2022-07-04 16:15:34.958160,2021-12-31 12:10:21.897583,30555,https://github.com/al8n/fs4-rs,0.6.2
506081,raylib4-sys,2022-01-01 10:57:15.205561,2022-01-01 10:08:47.455890,299,https://github.com/sile/raylib4-sys,0.1.2
506425,rkaiq-sys,2022-01-02 04:57:28.806236,2022-01-02 04:57:28.806236,221,https://github.com/varphone/rkraiq.git,0.1.0
506427,rkaiq,2022-01-02 05:00:48.660804,2022-01-02 05:00:48.660804,111,https://github.com/varphone/rkaiq.git,0.1.0
507792,kirigami,2022-01-04 13:32:19.439719,2022-01-04 13:32:19.439719,321,,0.1.0
508216,libICE-sys,2022-01-05 04:20:27.644935,2022-01-05 04:20:27.644935,99,https://github.com/lethalbit/libICE-sys,0.1.0
508217,libSM-sys,2022-01-05 04:21:20.634825,2022-01-05 04:21:20.634825,107,https://github.com/lethalbit/libSM-sys,0.1.0
511389,tinydtls-sys,2022-02-23 14:38:36.351318,2022-01-10 13:31:16.331008,409,https://github.com/namib-project/tinydtls-rs,0.1.1+tinydtls-c7c3ca8
520453,librador-sys,2022-01-24 21:53:19.421456,2022-01-24 21:53:19.421456,205,https://git.sr.ht/~couch/librador-sys,0.1.0
522189,rlua-lua54-sys,2022-07-24 08:35:40.118520,2022-01-26 22:08:27.547188,11868,https://github.com/amethyst/rlua,0.1.3
522190,rlua-lua53-sys,2022-07-24 08:36:03.569495,2022-01-26 22:09:10.126608,1957,https://github.com/amethyst/rlua,0.1.3
522195,rlua-lua51-sys,2022-07-24 08:36:12.341964,2022-01-26 22:09:36.807303,1881,https://github.com/amethyst/rlua,0.1.3
524237,kernaux-sys,2022-06-16 15:47:48.092341,2022-01-30 23:18:01.437180,400,https://github.com/tailix/libkernaux/tree/master/bindings/rust,0.4.0
524617,chez-sys,2022-01-31 14:25:50.538120,2022-01-31 14:25:50.538120,96,https://github.com/amarmaduke/chez-rs,0.1.0
525580,viable,2022-02-26 01:31:48.545435,2022-02-02 07:28:55.259384,1037,https://github.com/Vurv78/viable,0.2.0
525581,viable-impl,2022-02-26 03:24:35.872820,2022-02-02 07:32:12.043649,1256,https://github.com/Vurv78/viable,0.2.1
525658,wordexp-sys,2022-02-02 11:24:09.050723,2022-02-02 11:24:09.050723,254,https://gitlab.com/seamsay/wordexp-sys,1.0.0
526807,mvsdk,2022-02-04 15:13:00.364445,2022-02-04 13:51:17.173725,184,,0.1.1
527022,rust-libretro-sys,2022-03-09 20:12:22.700828,2022-02-04 19:35:52.480133,526,https://github.com/max-m/rust-libretro/,0.1.5
529024,jni-sys-new,2022-02-08 10:44:49.384874,2022-02-08 10:44:49.384874,99,https://github.com/HalogenPowered/rust-jni-sys,0.4.0
529403,wstp-sys,2022-10-20 02:25:43.741629,2022-02-09 00:22:11.493271,1187,https://github.com/WolframResearch/wstp-rs,0.2.4
529408,wstp,2022-10-20 02:26:04.616139,2022-02-09 00:37:42.041843,894,https://github.com/WolframResearch/wstp-rs,0.2.4
529421,wolfram-library-link-sys,2022-09-19 21:04:07.541308,2022-02-09 01:01:26.163328,979,https://github.com/WolframResearch/wolfram-library-link-rs,0.2.7
529472,wolfram-library-link,2022-09-19 21:05:04.312897,2022-02-09 03:56:34.191648,664,https://github.com/WolframResearch/wolfram-library-link-rs,0.2.7
533536,min_gl,2022-02-19 07:36:36.391240,2022-02-16 20:35:12.109089,458,https://github.com/Waistax/min_gl,0.3.0
535710,libdpkg-sys,2022-10-17 07:22:13.871793,2022-02-20 12:15:33.224725,307,https://github.com/sebastinas/libdpkg-sys,0.1.1+1.19
537167,tinyusb-sys,2022-02-22 10:06:11.795920,2022-02-22 08:43:24.439360,163,https://github.com/nviennot/tinyusb-sys-rs,0.1.1
540146,zmq-sys2,2022-03-04 16:50:53.939655,2022-02-26 23:36:24.090737,15164,https://github.com/erickt/rust-zmq,0.3.0
540210,arcdps-imgui-sys,2022-02-27 03:46:47.558263,2022-02-27 03:46:47.558263,920,https://github.com/gw2scratch/imgui-rs,0.8.0
543665,quickjs-wasm-sys,2022-03-04 20:19:15.094528,2022-03-04 20:19:15.094528,294,https://github.com/Shopify/javy/tree/main/crates/quickjs-wasm-sys,0.1.0
544148,dos-like-sys,2022-04-10 10:50:28.926108,2022-03-05 18:04:41.117194,549,https://github.com/Enet4/dos-like-rs,0.2.3
544149,dos-like,2022-07-26 14:28:11.858800,2022-03-05 18:05:18.580465,400,https://github.com/Enet4/dos-like-rs,0.3.1
547043,ucl-sys,2022-03-09 17:17:02.387047,2022-03-09 16:41:47.688631,151,https://github.com/TommyLau/ucl-sys,0.1.0
549489,inertia-core,2022-05-31 10:05:56.215413,2022-03-13 22:54:12.390260,627,https://github.com/wjyoumans/inertia-core,0.2.0
549803,russimp-sys-static,2022-03-15 10:23:34.216217,2022-03-14 12:19:57.849186,499,https://github.com/EYHN/russimp-sys,1.0.1
550420,crash-context,2022-07-21 13:25:04.069437,2022-03-15 10:59:03.623303,8448,https://github.com/EmbarkStudios/crash-handling,0.4.0
551034,c_import,2022-03-21 08:29:47.089541,2022-03-16 09:22:40.261216,497,https://github.com/MoAlyousef/c_import,0.1.5
552800,lzip-sys,2022-04-29 22:07:00.770810,2022-03-18 17:09:00.216309,447,https://github.com/firasuke/lzip-rs,0.1.4+1.13
555075,fdb-sys,2022-05-07 04:36:12.083303,2022-03-23 07:04:33.231850,618,https://github.com/fdb-rs/fdb,0.3.1
555076,fdb-gen,2022-05-07 04:34:56.985147,2022-03-23 07:04:43.805909,634,https://github.com/fdb-rs/fdb,0.3.1
557163,ndi-sys,2022-03-27 05:28:26.796316,2022-03-27 05:08:05.325078,184,https://github.com/coral/ndi-sys,0.1.1
558123,htscodecs-sys,2022-03-28 19:57:16.732495,2022-03-28 19:57:16.732495,93,https://github.com/m4tx/htscodecs-sys.git,1.2.1
559374,ddc-enhanced-rs,2022-06-19 16:07:11.998416,2022-03-30 19:58:12.731122,1893,https://github.com/ThalusA/ddc-enhanced-rs,1.2.7
563123,mir-sys,2022-04-06 12:48:58.911887,2022-04-06 12:48:58.911887,197,https://github.com/oxalica/mir-rs,0.1.0+mir.0.1.1
563273,ittapi-sys,2022-04-12 18:31:36.492597,2022-04-06 18:45:51.945732,84034,https://github.com/intel/ittapi,0.3.1
563907,rofi-plugin-sys,2022-04-07 20:48:33.575393,2022-04-07 20:48:33.575393,213,https://github.com/SabrinaJewson/rofi-plugin-sys.rs,0.1.0
564264,cmph-sys,2022-04-08 13:24:00.028169,2022-04-08 13:24:00.028169,108,https://github.com/beling/cmph-sys,0.1.0
564817,kconfig,2022-04-09 17:10:31.157169,2022-04-09 17:10:31.157169,104,https://invent.kde.org/oreki/kconfig-rs,0.1.0
567734,ni-syscfg-sys,2022-04-14 19:45:36.418933,2022-04-14 19:45:36.418933,136,https://github.com/WiresmithTech/ni-syscfg-rs,20.5.0
570121,libui-ng-sys,2022-05-21 12:08:26.232682,2022-04-19 01:06:50.319582,1154,https://github.com/norepimorphism/libui-ng-sys,0.4.5
570488,ucx1-sys,2022-04-19 17:10:18.103203,2022-04-19 17:10:18.103203,305,https://github.com/madsys-dev/async-ucx,0.1.0
570777,rb-sys,2022-10-20 14:27:41.151615,2022-04-20 05:04:37.318544,44110,https://github.com/oxidize-rb/rb-sys,0.9.34
570862,libpd-sys,2022-04-24 20:27:50.554538,2022-04-20 08:48:46.199782,1091,https://github.com/alisomay/libpd-sys,0.2.0
573349,iconv-sys,2022-05-24 16:01:00.087680,2022-04-24 22:32:56.208013,2805,https://github.com/A1-Triard/iconv-sys,0.0.4
573541,errno-sys,2022-05-24 15:53:12.968978,2022-04-25 04:27:15.571880,11818,https://github.com/A1-Triard/errno-sys,0.1.0
579272,cityhash-sys,2022-07-04 15:02:01.667796,2022-05-02 19:38:41.914982,536,https://github.com/HUD-Software/cityhash-sys,1.0.2
585386,substreams,2022-10-21 17:14:52.025703,2022-05-12 18:18:59.439004,1934,https://github.com/streamingfast/substreams-rs,0.3.2
588644,matio-rs-sys,2022-09-07 20:22:56.588507,2022-05-17 22:54:30.202906,553,https://github.com/rconan/matio-rs,0.2.1
589312,crseo-sys,2022-05-18 21:44:33.588584,2022-05-18 21:44:33.588584,400,https://github.com/rconan/crseo,0.1.0
590118,twolame-sys,2022-05-20 08:02:35.399221,2022-05-20 07:39:57.331115,95,,0.1.1
590453,serde-bindgen-core,2022-05-25 18:57:30.566007,2022-05-20 20:32:52.796452,463,https://github.com/TomzBench/serde-bindgen-core,0.1.9
590454,serde-bindgen-core-derive,2022-09-15 01:01:46.133011,2022-05-20 20:33:27.615756,687,https://github.com/TomzBench/serde-bindgen-core,0.1.12
595490,libz-ng-sys,2022-05-28 05:18:16.030174,2022-05-28 01:55:33.246224,37467,https://github.com/rust-lang/libz-sys,1.1.8
596848,razor-libnvpair-sys,2022-07-28 08:31:33.663879,2022-05-30 07:54:50.422022,1312,https://github.com/razor-zfs/razor-rs,0.13.0
597067,substreams-macro,2022-10-21 17:12:26.050284,2022-05-30 16:56:54.351364,1964,https://github.com/streamingfast/substreams-rs,0.3.2
597628,substreams-ethereum-abigen,2022-10-21 19:56:54.179049,2022-05-31 17:23:12.563517,1568,https://github.com/streamingfast/substreams-ethereum,0.6.2
597629,substreams-ethereum-derive,2022-10-21 19:57:23.423762,2022-05-31 17:23:55.295355,1486,https://github.com/streamingfast/substreams-ethereum,0.6.2
597630,substreams-ethereum,2022-10-21 19:58:12.039819,2022-05-31 17:24:23.532634,1387,https://github.com/streamingfast/substreams-ethereum/tree/develop/substreams-ethereum,0.6.2
598586,libesedb-sys,2022-07-11 01:38:09.187446,2022-06-02 00:16:03.244438,350,https://github.com/sunsetkookaburra/rust-libesedb,0.1.2
599660,razor-libzfscore-sys,2022-07-28 08:32:52.458271,2022-06-04 11:14:17.249316,700,https://github.com/razor-zfs/razor-rs,0.13.0
600053,xwiimote-sys,2022-06-07 09:43:37.132180,2022-06-05 03:48:42.913163,300,https://github.com/hugmanrique/xwiimote/,0.1.4
602666,razor-libzfs-sys,2022-07-26 13:42:00.347951,2022-06-09 14:50:57.599731,419,https://github.com/razor-zfs/razor-rs,0.12.0
602885,ryg-rans-sys,2022-06-28 13:50:23.932514,2022-06-09 21:24:22.305022,1315,https://github.com/m4tx/ryg-rans-sys.git,1.0.7
604816,ioctl-macro,2022-06-13 00:31:56.019007,2022-06-13 00:31:56.019007,188,https://gitlab.com/gm666q/input-event-codes,0.0.1
606072,hidraw-sys,2022-06-14 20:50:26.201552,2022-06-14 20:50:26.201552,121,https://gitlab.com/gm666q/hidraw-rs,0.0.1
609100,hlocl,2022-06-19 20:29:29.962060,2022-06-19 20:29:29.962060,41,,0.1.0
611152,custos,2022-09-10 18:26:50.547258,2022-06-22 21:17:19.351669,1000,https://github.com/elftausend/custos,0.5.0
613013,songww-harfbuzz-sys,2022-06-28 07:46:05.545974,2022-06-25 12:54:31.924468,147,https://github.com/songww/rust-harfbuzz,0.2.0
615112,libcimgui-sys,2022-06-29 02:01:47.437518,2022-06-29 02:01:47.437518,49,https://github.com/c9lypso/libcimgui-sys,1.88.0
617292,libecdsautil-sys,2022-07-01 17:38:55.144944,2022-07-01 17:38:55.144944,160,https://github.com/AiyionPrime/libecdsautil-sys.git,0.1.0
618108,memmapix,2022-07-03 02:47:06.662314,2022-07-03 02:18:05.381245,791,https://github.com/al8n/memmapix,0.6.3
618346,inochi2d-rs,2022-07-03 13:48:03.480329,2022-07-03 13:48:03.480329,38,https://github.com/Inochi2D/inochi2d-rs,0.1.0
618518,apk-tools-sys,2022-07-03 19:18:17.999988,2022-07-03 19:18:17.999988,44,https://gitlab.alpinelinux.org/Cogitri/apk-polkit-rs,0.1.0
620034,libwavm-sys,2022-07-07 14:27:47.632241,2022-07-05 20:05:25.620899,203,https://github.com/heviat/libwavm-sys,0.1.4
620374,xiapi-sys,2022-07-07 08:52:31.142856,2022-07-06 09:53:26.306343,152,https://github.com/Ximea-GmbH/xiapi-sys,0.1.1
620928,hinawa-sys,2022-07-14 09:30:27.578819,2022-07-07 04:40:49.423356,555,https://github.com/alsa-project/hinawa-rs/,0.0.91
621073,cbqn-sys,2022-10-26 19:02:53.623092,2022-07-07 09:19:15.522881,137,https://github.com/Detegr/cbqn-sys.git,0.0.5
621120,hitaki-sys,2022-07-14 09:46:03.294204,2022-07-07 11:36:53.771113,346,https://github.com/alsa-project/hitaki-rs/,0.0.91
621161,alsactl-sys,2022-07-14 09:58:01.114259,2022-07-07 13:16:12.817727,248,https://github.com/alsa-project/alsa-gobject-rs,0.0.92
621163,alsahwdep-sys,2022-07-14 10:04:20.251490,2022-07-07 13:17:16.789928,230,https://github.com/alsa-project/alsa-gobject-rs,0.0.92
621165,alsarawmidi-sys,2022-07-14 10:08:40.442715,2022-07-07 13:18:25.125038,225,https://github.com/alsa-project/alsa-gobject-rs,0.0.92
621179,alsatimer-sys,2022-07-14 10:11:44.992478,2022-07-07 13:43:47.286336,355,https://github.com/alsa-project/alsa-gobject-rs,0.0.92
621187,alsaseq-sys,2022-07-14 10:17:11.194399,2022-07-07 13:59:24.199309,248,https://github.com/alsa-project/alsa-gobject-rs,0.0.92
621205,hinoko-sys,2022-07-14 09:38:52.802216,2022-07-07 14:31:39.189666,190,https://github.com/takaswie/hinoko-rs/,0.0.91
621782,ddc-node-rs,2022-07-08 12:30:25.528245,2022-07-08 12:30:25.528245,43,https://github.com/ThalusA/ddc-node-rs,2.0.0
622049,service-management-sys,2022-07-08 18:39:08.994879,2022-07-08 18:39:08.994879,69,https://github.com/hankbao/service-management-sys,0.1.0
624357,playerctl-sys,2022-08-15 15:06:01.715202,2022-07-12 13:14:23.871267,365,https://github.com/ap-1/playerctl-sys,0.1.6
631333,libinjection-rs,2022-07-23 08:49:30.075061,2022-07-23 08:49:30.075061,47,https://github.com/chandanpasunoori/libinjection-rs,0.2.6
632977,lean-sys,2022-08-22 16:29:29.413758,2022-07-26 04:07:10.095992,66,https://gitlab.com/tekne/lean-sys,0.0.2
635216,watchdog-device,2022-07-29 22:22:41.678106,2022-07-29 22:22:41.678106,55,https://github.com/DoubleAJ/watchdog-device,0.1.0
638861,substreams-ethereum-core,2022-10-21 19:53:49.646382,2022-08-04 18:11:18.967751,1188,https://github.com/streamingfast/substreams-ethereum/tree/develop/core,0.6.2
642331,switchtec-user-sys,2022-10-14 17:23:30.861646,2022-08-10 00:08:29.390417,502,https://github.com/thepacketgeek/switchtec-user-sys,0.4.1
642353,pciswitch-user,2022-08-10 00:51:08.930396,2022-08-10 00:51:08.930396,33,,0.0.0
643205,libxlsxwriter-sys-cs,2022-08-11 09:05:23.384599,2022-08-11 09:05:23.384599,33,https://github.com/informationsea/xlsxwriter-rs,1.1.4-2
645014,ntfs-3g-sys,2022-08-13 19:30:35.812993,2022-08-13 19:30:35.812993,33,https://github.com/piperswe/ntfs-3g-sys,0.1.0
645989,ni-daqmx-sys,2022-08-25 14:54:37.333397,2022-08-15 15:25:35.636624,61,https://github.com/WiresmithTech/ni-daqmx-sys,20.7.1
648337,mc-sgx-core-sys-types,2022-10-20 21:05:09.763852,2022-08-18 21:19:15.403458,722,https://github.com/mobilecoinfoundation/sgx,0.3.0
648338,mc-sgx-dcap-sys-types,2022-10-20 21:07:06.065330,2022-08-18 21:22:06.822145,341,https://github.com/mobilecoinfoundation/sgx,0.3.0
648339,mc-sgx-tstdc-sys-types,2022-10-20 21:12:38.730242,2022-08-18 21:22:22.635723,166,https://github.com/mobilecoinfoundation/sgx,0.3.0
648340,mc-sgx-tcrypto-sys-types,2022-10-20 21:10:14.593481,2022-08-18 21:22:51.838840,271,https://github.com/mobilecoinfoundation/sgx,0.3.0
648341,mc-sgx-urts-sys-types,2022-10-20 21:13:11.837273,2022-08-18 21:23:16.587944,174,https://github.com/mobilecoinfoundation/sgx,0.3.0
648349,mc-sgx-tservice-sys-types,2022-10-20 21:11:26.517214,2022-08-18 21:30:47.335875,191,https://github.com/mobilecoinfoundation/sgx,0.3.0
648358,mc-sgx-dcap-ql-sys-types,2022-10-20 21:06:50.104789,2022-08-18 21:43:24.206100,191,https://github.com/mobilecoinfoundation/sgx,0.3.0
648359,mc-sgx-dcap-quoteverify-sys-types,2022-10-20 21:08:37.768197,2022-08-18 21:44:16.008590,241,https://github.com/mobilecoinfoundation/sgx,0.3.0
648360,mc-sgx-capable-sys-types,2022-10-20 21:04:53.807784,2022-08-18 21:45:05.686865,188,https://github.com/mobilecoinfoundation/sgx,0.3.0
648361,mc-sgx-tstdc-sys,2022-10-20 21:12:55.113743,2022-08-18 21:45:56.538809,111,https://github.com/mobilecoinfoundation/sgx,0.3.0
648362,mc-sgx-trts-sys,2022-10-20 21:10:48.927880,2022-08-18 21:46:47.831435,137,https://github.com/mobilecoinfoundation/sgx,0.3.0
648363,mc-sgx-tcrypto-sys,2022-10-20 21:10:33.415076,2022-08-18 21:47:38.798675,110,https://github.com/mobilecoinfoundation/sgx,0.3.0
648365,mc-sgx-tservice-sys,2022-10-20 21:11:43.687766,2022-08-18 21:49:52.236400,132,https://github.com/mobilecoinfoundation/sgx,0.3.0
648366,mc-sgx-urts-sys,2022-10-20 21:13:28.948149,2022-08-18 21:50:12.273136,127,https://github.com/mobilecoinfoundation/sgx,0.3.0
648371,mc-sgx-dcap-ql-sys,2022-10-20 21:07:26.140959,2022-08-18 22:03:56.010886,133,https://github.com/mobilecoinfoundation/sgx,0.3.0
648375,mc-sgx-dcap-quoteverify-sys,2022-10-20 21:09:07.115537,2022-08-18 22:08:01.629151,131,https://github.com/mobilecoinfoundation/sgx,0.3.0
648376,mc-sgx-dcap-tvl-sys,2022-10-20 21:09:58.571456,2022-08-18 22:10:13.933004,111,https://github.com/mobilecoinfoundation/sgx,0.3.0
648380,mc-sgx-capable-sys,2022-10-20 21:05:27.197204,2022-08-18 22:14:53.825654,128,https://github.com/mobilecoinfoundation/sgx,0.3.0
652619,alpm-sys-ll,2022-08-26 08:28:35.601019,2022-08-26 08:28:35.601019,123,http://github.com/32Bites/alpm-ll.rs,3.0.0
658500,nanocom,2022-10-24 18:02:50.090150,2022-09-05 00:30:12.458585,108,https://github.com/functionalscript/functionalscript,0.2.0
665736,rtss-sys,2022-09-14 11:55:36.391098,2022-09-14 11:55:36.391098,28,https://github.com/ShayBox/RTSS-SYS,0.1.0
668489,winfsp-sys,2022-09-23 06:21:49.912677,2022-09-18 05:25:18.821964,301,https://github.com/SnowflakePowered/winfsp-rs,0.1.4+winfsp-1.11
669065,icrate,2022-09-19 11:31:57.736643,2022-09-19 11:31:57.736643,23,https://github.com/madsmtm/objc2,0.0.0
669066,appel,2022-09-19 11:32:18.876991,2022-09-19 11:32:18.876991,23,https://github.com/madsmtm/objc2,0.0.0
669067,ilib,2022-09-19 11:33:16.317678,2022-09-19 11:33:16.317678,23,https://github.com/madsmtm/objc2,0.0.0
669068,frameworks,2022-09-19 11:34:30.078485,2022-09-19 11:34:30.078485,23,https://github.com/madsmtm/objc2,0.0.0
674399,libpicnic-sys,2022-09-26 18:55:13.084030,2022-09-26 18:55:13.084030,118,https://github.com/ait-crypto/picnic-bindings-rs,0.1.0+3.0.18
677690,rvvm-sys,2022-10-01 09:21:39.080684,2022-10-01 07:28:42.176777,127,https://github.com/kvxmmu/rvvm-sys,0.2.4
677819,sleef-trig-sys,2022-10-01 13:11:43.552009,2022-10-01 13:11:43.552009,51,https://github.com/greatest-ape/sleef-trig,0.1.0
678556,flipper0,2022-10-22 17:35:24.279011,2022-10-02 20:15:59.085187,319,https://github.com/boozook/flipper0.git,0.3.4
679009,flipper0-sys,2022-10-22 17:34:01.076223,2022-10-03 13:48:23.904202,298,https://github.com/boozook/flipper0.git,0.2.10
680787,minimap2-sys,2022-10-07 02:42:35.731474,2022-10-05 22:36:06.395988,137,https://github.com/jguhlin/minimap2-rs,0.1.5
681163,astarte_sdk,2022-10-06 10:48:05.427870,2022-10-06 10:48:05.427870,24,https://github.com/astarte-platform/astarte-device-sdk-rust,0.1.0
683315,thindx-xaudio2-sys,2022-10-10 18:50:24.062057,2022-10-08 04:07:08.448541,68,https://github.com/MaulingMonkey/thindx-xaudio2,0.0.0-2022-10-10
689606,bindgen-cli,2022-10-16 19:55:17.047521,2022-10-16 19:55:17.047521,2162,https://github.com/rust-lang/rust-bindgen,0.61.0
690547,mujoco-rs-sys,2022-10-18 01:35:04.858814,2022-10-18 01:35:04.858814,33,https://github.com/aaronlaw1215/MuJoCo-Rust,0.0.2
691788,lua-latest-sys,2022-10-20 16:36:42.908465,2022-10-19 16:58:38.959208,75,https://github.com/jakobzs/lua-latest-sys,0.0.2
692529,libmdb-sys,2022-10-20 15:26:51.734259,2022-10-20 15:26:51.734259,33,,0.1.0
693857,substreams-entity-change,2022-10-21 19:43:41.123504,2022-10-21 19:43:41.123504,37,https://github.com/streamingfast/substreams-entity-change,0.1.0
693894,ogg_next_sys,2022-10-21 21:24:33.388983,2022-10-21 20:47:36.200653,188,https://github.com/ComunidadAylas/vorbis-rs,0.1.1
693922,aotuv_lancer_vorbis_sys,2022-10-21 21:26:15.562603,2022-10-21 21:26:15.562603,160,https://github.com/ComunidadAylas/vorbis-rs,0.1.0
695111,suitesparse_graphblas_sys,2022-10-23 09:43:47.016860,2022-10-23 09:40:21.084357,41,https://github.com/code-sam/graphblas_sparse_linear_algebra,0.1.1
700227,librocksdb-sysx,2022-10-28 07:56:08.976874,2022-10-28 07:56:08.976874,21,https://github.com/rust-rocksdb/rust-rocksdb,0.8.0+7.4.4
